9.488227844238281250e+00,3.814243316650390625e+00,-1.893434405326843262e+00
9.488227844238281250e+00,3.814243316650390625e+00,-1.893434405326843262e+00
9.491028785705566406e+00,3.780779838562011719e+00,-1.891613841056823730e+00
9.491028785705566406e+00,3.780779838562011719e+00,-1.891613841056823730e+00
9.501030921936035156e+00,3.750218629837036133e+00,-1.891249656677246094e+00
9.501030921936035156e+00,3.750218629837036133e+00,-1.891249656677246094e+00
9.514931678771972656e+00,3.703980684280395508e+00,-1.890521407127380371e+00
9.514931678771972656e+00,3.703980684280395508e+00,-1.890521407127380371e+00
9.532027244567871094e+00,3.676191329956054688e+00,-1.891613841056823730e+00
9.532027244567871094e+00,3.676191329956054688e+00,-1.891613841056823730e+00
9.572920799255371094e+00,3.657458782196044922e+00,-1.897439718246459961e+00
9.572920799255371094e+00,3.657458782196044922e+00,-1.897439718246459961e+00
9.575326919555664062e+00,3.606764316558837891e+00,-1.894526839256286621e+00
9.575326919555664062e+00,3.606764316558837891e+00,-1.894526839256286621e+00
9.599507331848144531e+00,3.581478357315063477e+00,-1.897075653076171875e+00
9.599507331848144531e+00,3.581478357315063477e+00,-1.897075653076171875e+00
9.588577270507812500e+00,3.543116331100463867e+00,-1.892706155776977539e+00
9.588577270507812500e+00,3.543116331100463867e+00,-1.892706155776977539e+00
9.640275955200195312e+00,3.510680198669433594e+00,-1.899624466896057129e+00
9.640275955200195312e+00,3.510680198669433594e+00,-1.899624466896057129e+00
9.625357627868652344e+00,3.471039533615112305e+00,-1.894526839256286621e+00
9.625357627868652344e+00,3.471039533615112305e+00,-1.894526839256286621e+00
9.643623352050781250e+00,3.443425655364990234e+00,-1.895983219146728516e+00
9.643623352050781250e+00,3.443425655364990234e+00,-1.895983219146728516e+00
9.643268585205078125e+00,3.409181594848632812e+00,-1.893798470497131348e+00
9.643268585205078125e+00,3.409181594848632812e+00,-1.893798470497131348e+00
9.677799224853515625e+00,3.370166301727294922e+00,-1.897439718246459961e+00
9.677799224853515625e+00,3.370166301727294922e+00,-1.897439718246459961e+00
9.675324440002441406e+00,3.335261821746826172e+00,-1.894890904426574707e+00
9.675324440002441406e+00,3.335261821746826172e+00,-1.894890904426574707e+00
9.706229209899902344e+00,3.311831951141357422e+00,-1.898896336555480957e+00
9.706229209899902344e+00,3.311831951141357422e+00,-1.898896336555480957e+00
9.708677291870117188e+00,3.261674642562866211e+00,-1.896347284317016602e+00
9.708677291870117188e+00,3.261674642562866211e+00,-1.896347284317016602e+00
9.733804702758789062e+00,3.236123561859130859e+00,-1.899260401725769043e+00
9.733804702758789062e+00,3.236123561859130859e+00,-1.899260401725769043e+00
9.719637870788574219e+00,3.197540283203125000e+00,-1.894526839256286621e+00
9.719637870788574219e+00,3.197540283203125000e+00,-1.894526839256286621e+00
9.738342285156250000e+00,3.152907133102416992e+00,-1.895254969596862793e+00
1.014231777191162109e+01,3.779954910278320312e+00,-1.904054522514343262e+00
9.738342285156250000e+00,3.152907133102416992e+00,-1.895254969596862793e+00
1.014231777191162109e+01,3.779954910278320312e+00,-1.904054522514343262e+00
9.759434700012207031e+00,3.125898599624633789e+00,-1.897439718246459961e+00
1.015229415893554688e+01,3.747393369674682617e+00,-1.903707981109619141e+00
9.759434700012207031e+00,3.125898599624633789e+00,-1.897439718246459961e+00
1.015229415893554688e+01,3.747393369674682617e+00,-1.903707981109619141e+00
9.754209518432617188e+00,3.090473413467407227e+00,-1.894526839256286621e+00
1.017696666717529297e+01,3.720216512680053711e+00,-1.906133532524108887e+00
9.754209518432617188e+00,3.090473413467407227e+00,-1.894526839256286621e+00
1.017696666717529297e+01,3.720216512680053711e+00,-1.906133532524108887e+00
9.778883934020996094e+00,3.064516305923461914e+00,-1.897439718246459961e+00
1.018304920196533203e+01,3.686212062835693359e+00,-1.905094146728515625e+00
9.778883934020996094e+00,3.064516305923461914e+00,-1.897439718246459961e+00
1.018304920196533203e+01,3.686212062835693359e+00,-1.905094146728515625e+00
9.674011230468750000e+00,3.593892097473144531e+00,-8.626520633697509766e-01
9.776302337646484375e+00,3.013190269470214844e+00,-1.894162774085998535e+00
1.021700286865234375e+01,3.644143342971801758e+00,-1.908212661743164062e+00
9.674011230468750000e+00,3.593892097473144531e+00,-8.626520633697509766e-01
9.776302337646484375e+00,3.013190269470214844e+00,-1.894162774085998535e+00
1.021700286865234375e+01,3.644143342971801758e+00,-1.908212661743164062e+00
9.566941261291503906e+00,3.615045785903930664e+00,-1.222742080688476562e+00
9.623530387878417969e+00,3.540769338607788086e+00,-8.571542501449584961e-01
9.774434089660644531e+00,2.979019641876220703e+00,-1.891978025436401367e+00
1.022097301483154297e+01,3.609401226043701172e+00,-1.906826734542846680e+00
9.566941261291503906e+00,3.615045785903930664e+00,-1.222742080688476562e+00
9.623530387878417969e+00,3.540769338607788086e+00,-8.571542501449584961e-01
9.774434089660644531e+00,2.979019641876220703e+00,-1.891978025436401367e+00
1.022097301483154297e+01,3.609401226043701172e+00,-1.906826734542846680e+00
9.513154983520507812e+00,3.560610055923461914e+00,-1.214432239532470703e+00
9.627115249633789062e+00,3.507791519165039062e+00,-8.564879298210144043e-01
9.810104370117187500e+00,2.956243276596069336e+00,-1.897075653076171875e+00
1.023412036895751953e+01,3.577925443649291992e+00,-1.907173156738281250e+00
9.513154983520507812e+00,3.560610055923461914e+00,-1.214432239532470703e+00
9.627115249633789062e+00,3.507791519165039062e+00,-8.564879298210144043e-01
9.810104370117187500e+00,2.956243276596069336e+00,-1.897075653076171875e+00
1.023412036895751953e+01,3.577925443649291992e+00,-1.907173156738281250e+00
9.514923095703125000e+00,3.510240316390991211e+00,-1.212532758712768555e+00
9.621029853820800781e+00,3.454302549362182617e+00,-8.544886708259582520e-01
9.810729026794433594e+00,2.906069755554199219e+00,-1.894526839256286621e+00
1.027321720123291016e+01,3.537352085113525391e+00,-1.911331295967102051e+00
9.514923095703125000e+00,3.510240316390991211e+00,-1.212532758712768555e+00
9.621029853820800781e+00,3.454302549362182617e+00,-8.544886708259582520e-01
9.810729026794433594e+00,2.906069755554199219e+00,-1.894526839256286621e+00
1.027321720123291016e+01,3.537352085113525391e+00,-1.911331295967102051e+00
9.537094116210937500e+00,3.484421491622924805e+00,-1.213957309722900391e+00
9.823583602905273438e+00,2.876341342926025391e+00,-1.895254969596862793e+00
1.027682018280029297e+01,3.502520322799682617e+00,-1.909945249557495117e+00
9.537094116210937500e+00,3.484421491622924805e+00,-1.213957309722900391e+00
9.823583602905273438e+00,2.876341342926025391e+00,-1.895254969596862793e+00
1.027682018280029297e+01,3.502520322799682617e+00,-1.909945249557495117e+00
9.499441146850585938e+00,3.436878442764282227e+00,-1.207784175872802734e+00
9.509061813354492188e+00,3.346807956695556641e+00,-8.426601290702819824e-01
9.840126991271972656e+00,2.847654104232788086e+00,-1.896711587905883789e+00
1.028590583801269531e+01,3.469590187072753906e+00,-1.909598708152770996e+00
9.499441146850585938e+00,3.436878442764282227e+00,-1.207784175872802734e+00
9.509061813354492188e+00,3.346807956695556641e+00,-8.426601290702819824e-01
9.840126991271972656e+00,2.847654104232788086e+00,-1.896711587905883789e+00
1.028590583801269531e+01,3.469590187072753906e+00,-1.909598708152770996e+00
9.502440452575683594e+00,3.387401580810546875e+00,-1.206122279167175293e+00
9.515315055847167969e+00,3.298690319061279297e+00,-8.418270945549011230e-01
9.845872879028320312e+00,2.799094438552856445e+00,-1.895254969596862793e+00
1.029466724395751953e+01,3.418590545654296875e+00,-1.908212661743164062e+00
9.502440452575683594e+00,3.387401580810546875e+00,-1.206122279167175293e+00
9.515315055847167969e+00,3.298690319061279297e+00,-8.418270945549011230e-01
9.845872879028320312e+00,2.799094438552856445e+00,-1.895254969596862793e+00
1.029466724395751953e+01,3.418590545654296875e+00,-1.908212661743164062e+00
9.509289741516113281e+00,3.356212377548217773e+00,-1.205647468566894531e+00
9.516204833984375000e+00,3.265547990798950195e+00,-8.409941792488098145e-01
9.856510162353515625e+00,2.768682479858398438e+00,-1.895619153976440430e+00
1.030722713470458984e+01,3.386848688125610352e+00,-1.908559083938598633e+00
9.509289741516113281e+00,3.356212377548217773e+00,-1.205647468566894531e+00
9.516204833984375000e+00,3.265547990798950195e+00,-8.409941792488098145e-01
9.856510162353515625e+00,2.768682479858398438e+00,-1.895619153976440430e+00
1.030722713470458984e+01,3.386848688125610352e+00,-1.908559083938598633e+00
9.487915992736816406e+00,3.315186977386474609e+00,-1.201611161231994629e+00
9.483011245727539062e+00,3.220894813537597656e+00,-8.371623158454895020e-01
9.868947982788085938e+00,2.738756895065307617e+00,-1.896347284317016602e+00
1.032905483245849609e+01,3.358107089996337891e+00,-1.910638213157653809e+00
9.487915992736816406e+00,3.315186977386474609e+00,-1.201611161231994629e+00
9.483011245727539062e+00,3.220894813537597656e+00,-8.371623158454895020e-01
9.868947982788085938e+00,2.738756895065307617e+00,-1.896347284317016602e+00
1.032905483245849609e+01,3.358107089996337891e+00,-1.910638213157653809e+00
9.490286827087402344e+00,3.265918970108032227e+00,-1.199949145317077637e+00
9.492412567138671875e+00,3.174278497695922852e+00,-8.366625905036926270e-01
9.895026206970214844e+00,2.695842266082763672e+00,-1.898896336555480957e+00
1.033163166046142578e+01,3.305197238922119141e+00,-1.908212661743164062e+00
9.490286827087402344e+00,3.265918970108032227e+00,-1.199949145317077637e+00
9.492412567138671875e+00,3.174278497695922852e+00,-8.366625905036926270e-01
9.895026206970214844e+00,2.695842266082763672e+00,-1.898896336555480957e+00
1.033163166046142578e+01,3.305197238922119141e+00,-1.908212661743164062e+00
9.487341880798339844e+00,3.231603384017944336e+00,-1.198287248611450195e+00
9.496661186218261719e+00,3.142560243606567383e+00,-8.361627459526062012e-01
